,id,question,alternatives,label,has_figure
10,questao_11,"“Ganhei 25 medalhas em mundiais, sete em Jogos Olímpicos, e sou uma sobrevivente de abuso sexual.” Foi assim que Simone Biles se apresentou ao comitê do Senado norte-americano que investiga as supostas falhas do FBI no caso Larry Nassar. Biles e outras três atletas, vítimas dos abusos do ex-médico da equipe de ginástica feminina dos EUA, exigiram que os agentes da investigação sejam processados por falta de ação prévia contra Nassar, agora preso. Biles esclareceu que culpa Larry Nassar e “todo o sistema que o permitiu e o perpetrou”, acusando a Federação de Ginástica e o Comitê Olímpico dos Estados Unidos de saberem “muito antes” que ela havia sofrido abusos. A melhor ginasta do mundo é um ícone. Nos Jogos Olímpicos de Tóquio, uma lesão psicológica a impediu de competir como previa. No entanto, ela chegou ao topo como uma líder no trabalho de acabar com o preconceito com os problemas de saúde mental. “Não quero que nenhum outro atleta olímpico sofra o horror que eu e outras centenas suportamos e continuamos suportando até hoje”, afirmou.
O fato relatado na notícia chama a atenção acerca da necessidade de reflexão sobre a relação entre o esporte e","['o desempenho atlético internacional.', 'a dimensão emocional dos atletas.', 'os comitês olímpicos nacionais.', 'as instituições de inteligência.', 'as federações esportivas.']",B,False
11,questao_12,"O acesso às Práticas Corporais/Atividades Físicas (PC/AF) é desigual no Brasil, à semelhança de outros indicadores sociais e de saúde. Em geral, PC/AF prazerosas, diversificadas, mais afeitas ao período de lazer estão concentradas nas populações mais abastadas. As atividades físicas de deslocamento, trajetos a pé ou de bicicleta para estudar ou trabalhar, por exemplo, são mais frequentes na classe social menos favorecida. Aqui, há uma relação inversa e perversa entre variáveis socioeconômicas de acesso às PC/AF. As maiores prevalências de inatividade física foram em mulheres, pessoas com 60 anos ou mais, negros, pessoas com autoavaliação de saúde ruim ou muito ruim, com renda familiar de até quatro salários mínimos por pessoa, pessoas que desconhecem programas públicos de PC/AF e residentes em áreas sem locais públicos para a prática.
O fator central que impacta a realização de práticas corporais/atividades físicas no tempo de lazer no Brasil é a","['diferença entre homens e mulheres.', 'inexistência de políticas públicas.', 'diversidade de faixa etária.', 'variação de condição étnica.', 'desigualdade entre classes sociais.']",E,False
12,questao_13,"A indústria do esporte eletrônico é um mercado que está crescendo em um ritmo mais rápido do que a economia mundial. Sua popularidade cresceu muito e no Brasil não é diferente. De acordo com os dados de uma pesquisa, mais de 64 por cento dos brasileiros que jogam videogame já ouviram falar de esporte eletrônico. No entanto, o que chama a atenção é o crescimento superior a 10 por cento do público praticante comparado ao ano anterior, que subiu de 44,7 por cento para 55,4 por cento. Trata-se de um percentual expressivo, já que o Brasil está no top 3 dentre os países que têm maior número de espectadores de esporte eletrônico do mundo. Comparado ao ano anterior, em 2020, o Brasil teve um marco de crescimento de 20 por cento na audiência. Mundo afora, a árdua dedicação de grandes gamers contribuiu para o reconhecimento do Comitê Olímpico Internacional, aliado a outras cinco federações esportivas e suas desenvolvedoras de jogos, que direcionaram um olhar mais atento ao assunto, permitindo dar o primeiro passo para concretizar, pela primeira vez na história dos jogos eletrônicos, um evento olímpico oficial.
O contexto em que o esporte eletrônico é apresentado no texto demonstra o(a)","['condição favorável à expansão dessa modalidade.', 'promoção dessa prática por jogadores profissionais.', 'impulsionamento de um processo de marketing.', 'favorecimento de fabricantes dos jogos.', 'modificação da audiência televisiva.']",A,False
13,questao_14,"O Marabaixo é uma expressão artístico-cultural formada nas tradições e na identificação cultural entre as comunidades negras do Amapá. O nome remonta às mortes de escravizados em navios negreiros que eram jogados na água. Em sua homenagem, hinos de lamento eram cantados mar abaixo, mar acima. Posteriormente, o Marabaixo se integrou à vivência das comunidades negras em um ciclo de danças, cantorias com tambores e festas religiosas, recebendo, em 2018, o título de Patrimônio Cultural do Brasil.
A manifestação do Marabaixo se constituiu em expressão de arte e cultura, exercendo função de","['ressignificar episódios dramáticos em novas práticas culturais.', 'adaptar coreografias como imitação dos movimentos do mar.', 'lembrar dos mortos no passado escravista como forma de lamento.', 'perpetuar uma narrativa de apagamento dos fatos históricos traumáticos.', 'ritualizar a passagem de atos fúnebres nas produções coletivas com espírito festivo.']",A,False
14,questao_15,"O uso das redes sociais como forma de ampliar universos foi uma descoberta recente para o artista Wolney Fernandes, que começou a criar quando o ambiente em Goiás era mais árido em relação às artes visuais. “Hoje, ser diferente é uma potência e quem sabe o que quer com a própria arte encontra espaço”, diz. As colagens artísticas do goiano aparecem em capas de obras literárias pelo Brasil e exterior.
O artista goiano Wolney Fernandes busca expor seu trabalho por meio de plataformas virtuais com o objetivo de","['dar suporte à técnica de colagem em Artes Visuais, contornando dificuldades práticas.', 'aproximar-se da estética visual própria da editoração de obras artísticas, como capas de livros.', 'oferecer uma vitrine internacional para sua produção artística, a fim de dar mais visibilidade a suas obras.', 'enfatizar o caráter original e inovador de suas criações artísticas, diferenciando-se das artes tradicionais.', 'trazer um sentido tecnológico às suas colagens, uma vez que as imagens artísticas são recorrentes nas redes sociais.']",C,False
15,questao_16,"O mais antigo grupo de rap indígena do país, Brô MCs, surgiu em 2009, na aldeia Jaguapiru, em Dourados, Mato Grosso do Sul. Os integrantes conheceram o rap pelo rádio, ouvindo um programa que apresentava cantores e grupos brasileiros desse gênero musical. O Brô MCs conseguiu influenciar outros a fazerem rap e a lutarem pelas causas indígenas. Um dos nomes do movimento, Kunumí MC, é um jovem de 16 anos, da aldeia Krukutu, em São Paulo. O adolescente enxerga o rap como uma cultura da defesa e começou a fazer rimas quando percebeu que a poesia, pela qual sempre se interessou, podia virar música. Nas letras que cria, inspiradas tanto pelo rap quanto pelos ritmos indígenas, tenta incluir sempre assuntos aos quais acha importante dar voz, principalmente, a questão da demarcação de terras.
O movimento rap dos povos originários do Brasil revela o(a)","['fusão de manifestações artísticas urbanas contemporâneas com a cultura indígena.', 'contraposição das temáticas socioambientais indígenas às questões urbanas.', 'rejeição da indústria radiofônica às músicas indígenas.', 'distanciamento da realidade social indígena.', 'estímulo ao estudo da poesia indígena.']",A,False
16,questao_17,"## Sol se põe embalado pelo Bolero de Ravel
O sol começa a descer por trás da vegetação da Ilha da Restinga, na outra margem do rio Paraíba, colorindo o céu de amarelo, laranja e lilás. Então se ouvem as primeiras notas do Bolero, do compositor francês Maurice Ravel, executadas pelo saxofonista Jurandy. É assim o pôr do sol da praia do Jacaré, em Cabedelo (Grande João Pessoa). Depois do Bolero, Jurandy toca Asa branca, de Luiz Gonzaga, e Meu sublime torrão, de Genival Macedo, espécie de hino não oficial da Paraíba.
A interpretação musical de Jurandy do Sax, codinome de José Jurandy Félix, apresenta um repertório caracterizado pela","['inter-relação de referenciais estéticos aparentemente distanciados.', 'valorização de músicas que revelam mensagens de serenidade.', 'consagração do repertório erudito como cultura dominante.', 'iniciativa de estímulo à vocação turística da cidade.', 'divisão hierárquica entre gêneros e estilos musicais.']",A,False
17,questao_18,"## TEXTO 1
[[placeholder]]
SEGALL, L. Eternos caminhantes. Óleo sobre tela, 138 x 184 cm. Museu Lasar Segall, IbramMinc, São Paulo, 1919.
## TEXTO 2
Em 1933, a obra Eternos caminhantes ingressou em uma das primeiras edições das exposições de Arte Degenerada, promovida por membros do partido nazista alemão. Nos anos seguintes, ela voltaria a ser exibida na mostra denominada Exposição da Vergonha, promovida por pequenos grupos abastados. Em 1937, essa obra foi confiscada pelo Ministério da Propaganda daquele país, na grande ação nacional-socialista contra a “Arte Degenerada”.
Quase cinquenta obras de Lasar Segall foram confiscadas pelo regime totalitário alemão na primeira metade do século 20, entre elas a obra Eternos caminhantes, considerada degenerada por","['representar uma estética tida como inconveniente para o ideário político vigente.', 'manifestar um posicionamento político-cultural concebido por grupos de oposição.', 'expressar a cultura artística por meio da representação parcial do corpo humano.', 'apresentar uma composição que antecipa o imaginário artístico germânico.', 'estimular discussões sobre o papel da arte na construção coletiva de cultura.']",A,True
18,questao_19,"## TEXTO 1
Logo no início de Gira, um grupo de sete bailarinas ocupa o centro da cena. Mãos cruzadas sobre a lateral esquerda do quadril, olhos fechados, troncos que pendulam sobre si mesmos em vaguíssimas órbitas, tudo nelas sugere o transe. Está estabelecido o caráter volátil do que se passará no palco dali para frente. Mas engana-se quem pensa que vai assistir a uma representação mimética dos cultos afro-brasileiros.
## TEXTO 2
[[placeholder]]
No diálogo que estabelece com religiões afro-brasileiras, sintetizado na descrição e na imagem do espetáculo, a dança exprime uma","['crítica aos movimentos padronizados do balé clássico.', 'representação contemporânea de rituais ancestrais extintos.', 'reelaboração estética erudita de práticas religiosas populares.', 'releitura irônica da atmosfera mística presente no culto a entidades.', 'oposição entre o resgate de tradições e a efemeridade da vida humana.']",C,True
19,questao_20,"## Contos e novelas
João Alphonsus
Era um gato preto, como convinha a um cultor das boas letras, que já lera Poe traduzido por Baudelaire. Preto e gordo. E lerdo. Tão gordo e lerdo que a certa altura observei que ia perdendo inteiramente as qualidades características da raça, que são em suma o ódio de morte aos ratos. Já nem os afugentava! Os ratos de Ouro Preto são também dignos e solenes — não ria — tradicionalistas... descendentes de outros ratos que naqueles mesmos casarões presenciaram acontecimentos importantes da nossa história... No sobrado do desembargador Tomás Antônio Gonzaga, imagine o senhor uma reunião dos sonhadores inconfidentes, com os antepassados daqueles ratos a passearem pelo sótão ou mesmo pelo assoalho por entre as pernas dos homens absortos na esperança da independência nacional! E depois, os ancestres daqueles roedores que eu via agora deslizar sutilmente no meu quarto podiam ter subido pelo poste da ignomínia colonial, onde estava exposta a cabeça do Tiradentes! E quando as órbitas se descarnaram ignominiosamente, podiam até ter penetrado no recesso daquele crânio onde verdadeiramente ardera a literatura, com a simplicidade do heroísmo, a febre nacionalista...
Descrevendo seu gato, o narrador remete ao contexto e a protagonistas da Inconfidência para criar um efeito desconcertante centrado no","['desenho imaginativo do casario colonial de Ouro Preto.', 'efeito de apagamento de limites entre ficção e realidade.', 'vínculo estabelecido entre animais urbanos e literatura.', 'questionamento sutil quanto à sanidade dos inconfidentes.', 'contraste entre austeridade pomposa e imagem repugnante.']",E,False
20,questao_21,"## Sombras de reis barbudos
José J. Veiga
Enquanto estivemos entretidos com os urubus outras coisas andaram acontecendo na cidade. A Companhia baixou novas proibições, umas inteiramente bobocas, só pelo prazer de proibir (ninguém podia cuspir pra cima, nem carregar água em jacá, nem tapar o sol com peneira, como se todo mundo estivesse abusando dessas esquisitices); mas outras bem irritantes, como a de pular muro pra cortar caminho, tática que quase todo mundo que não sofria de reumatismo vinha adotando ultimamente, principalmente os meninos. E não confiando na proibição só, nem na força dos castigos, que eram rigorosos, a Companhia ainda mandou fincar cacos de garrafa nos muros. Achei isso um exagero, e comentei o assunto com mamãe. Meu pai ouviulá do quarto e veio explicar. Disse que em épocas normais bastava uma coisa ou outra; mas agora a Companhia não podia admitir nenhuma brecha em suas ordens; se alguém desobedecesse à proibição podia se cortar nos cacos; se alguém conseguisse pular um muro quebrando o corte de alguns cacos, ou jogando um couro por cima, era apanhado pela proibição, nhoc — e fez o gesto de quem torce o pescoço de um frango.
Sob a perspectiva do menino que narra, os fatos ficcionais oferecem um esboço do momento político vigente na década de 1970, aqui representado pelo","['culto ao medo, infiltrado em situações do cotidiano.', 'sentimento de dúvida quanto à veracidade das informações.', 'ambiente de sonho, delineado por imagens perturbadoras.', 'incentivo ao desenvolvimento econômico com a iniciativa privada.', 'espaço urbano marcado por uma política de isolamento das crianças.']",A,False
21,questao_22,"## Migalhas
Ana Martins Marques
Entre a toalha branca e um bule de café
seria inapropriado dizer
eu não te amo mais.
Era necessário algo mais solene,
um jardim japonês
para as perdas pensadas,
um noturno de tempestade
para arrebentar de dor,
uma praia de pedras para chorar
em silêncio, uma cama alta
para o incenso da despedida,
uma janela
dando para o abismo.
No entanto você abaixa os olhos
e recolhe lentamente as migalhas de pão sobre a mesa posta para dois.
Nesse poema, a representação do sentimento amoroso recupera a tradição lírica, mas se ajusta à visão contemporânea ao","['invocar o interlocutor para uma tomada de posição.', 'questionar a validade do envolvimento romântico.', 'diluir em banalidade a comoção de um amor frustrado.', 'transformar em paz as emoções conflituosas do casal.', 'condicionar a existência da paixão a espaços idealizados.']",C,False
22,questao_23,"## Torto arado
Itamar Vieira Junior
Passado muito tempo, resolvi tentar falar, porque estava sozinha me embrenhando na mesma vereda que Donana costumava entrar. Ainda recordo da palavra que escolhi: arado. Me deleitava vendo meu pai conduzindo o arado velho da fazenda carregado pelo boi, rasgando a terra para depois lançar grãos de arroz em torrões marrons e vermelhos revolvidos. Gostava do som redondo, fácil e ruidoso que tinha ao ser enunciado. “Vou trabalhar no arado.” “Vou arar a terra.” “Seria bom ter um arado novo, esse arado tá troncho e velho.” O som que deixou minha boca era uma aberração, uma desordem, como se no lugar do pedaço perdido da língua tivesse um ovo quente. Era um arado torto, deformado, que penetrava a terra de tal forma a deixá-la infértil, destruída, dilacerada.
Com a perda de parte da língua na infância, a narradora tenta voltar a falar. Essa tentativa revela uma experiência que","['reflete o olhar do pai sobre as etapas do plantio.', 'metaforiza a linguagem como ferramenta de lavoura.', 'explicita, na busca pela palavra, o medo da solidão.', 'confirma a frustração da narradora com relação à terra.', 'sugere, na ausência da linguagem, a estagnação do tempo.']",B,False
23,questao_24,"## A escravidão
Olavo Bilac
Esses meninos que aí andam jogando peteca não viram nunca um escravo... Quando crescerem, saberão que já houve no Brasil uma raça triste, votada à escravidão e ao desespero; e verão nos museus a coleção hedionda dos troncos, dos vira-mundos e dos bacalhaus; e terão notícias dos trágicos horrores de uma época maldita: filhos arrancados ao seio das mães, virgens violadas em pranto, homens assados lentamente em fornos de cal, mulheres nuas recebendo na sua mísera nudez desvalida o duplo ultraje das chicotadas e dos olhares do feitor bestial. [...]
Mas a sua indignação nunca poderá ser tão grande como a daqueles que nasceram e cresceram em pleno horror, no meio desse horrível drama de sangue e lodo, sentindo dentro do ouvido e da alma, numa arrastada e contínua melopeia, o longo gemer da raça mártir — orquestração satânica de todos os soluços, de todas as impressões, de todos os lamentos que a tortura e a injustiça podem arrancar a gargantas humanas.
Publicado em 1902, o texto de Olavo Bilac enfatiza as mazelas da escravidão no Brasil ao","['descrever de modo impessoal as consequências da exploração racial sobre as gerações futuras.', 'contrapor a infância privilegiada das crianças da época à infância violentada das crianças escravizadas.', 'antecipar o futuro apagamento das marcas da escravidão no contexto social.', 'criticar a atenuação da violência contra os povos escravizados nas memórias retratadas pelos museus.', 'imaginar a reação de indiferença de seus contemporâneos com os escravizados libertos.']",C,False
24,questao_25,"## Rakushisha
Adriana Lisboa
E assim as coisas continuaram acontecendo entre os dois, em quase sustos, um grande por acaso com cacoetes de gestos definitivos. Com o Nunca Mais se oferecendo o tempo todo, bastaria dizer foi um prazer ter te conhecido, bastaria não trocar telefones nem e-mails e enterrar a casualidade com a cal da sabedoria — nada poderia ser definitivo, os encontros duravam duas horas ou duas décadas ou duas vezes isso, mas em algum momento necessariamente seria o fim. De todos os grandes amores. De todos os pequenos. De todas as juras, das promessas, de todos os na-alegria-e-na-tristeza. De todos os não amores, os desamores, os casamentos para sempre, os rancores para sempre, de todas as paralelas que só se viabilizam na abstração da geometria, de todas as pequenas paixões e de todas as grandes paixões, de tudo que para na antessala da paixão, de todos os vínculos não experimentados, de todos.
O recurso que promove a progressão textual, contribuindo para a construção da ideia de que as relações amorosas têm um enredo comum, é a","['repetição do pronome indefinido “todos”.', 'utilização do travessão na marcação do aposto.', 'retomada do antecedente pelo pronome “isso”.', 'contraposição de ideias marcada pela conjunção “mas”.', 'substantivação de expressões pela anteposição do artigo.']",A,False
25,questao_26,"## Roberta Estrela D’Alva (fragmento)
A garganta é a gruta que guarda o som
A garganta está entre a mente e o coração
Vem coisa de cima, vem coisa de baixo e de repente um nó (e o que eu quero dizer?)
Às vezes, acontece um negócio esquisito
Quando eu quero falar eu grito, quando eu quero gritar eu falo, o resultado
Calo.
A função emotiva presente no poema cumpre o propósito do eu lírico de","['revelar as desilusões amorosas.', 'refletir sobre a censura à sua voz.', 'expressar a dificuldade de comunicação.', 'ressaltar a existência de pressões externas.', 'manifestar as dores do processo de criação.']",C,False
26,questao_27,"## Ponciá Vicêncio
Conceição Evaristo
Alguém muito recentemente cortara o mato, que na época das chuvas crescia e rodeava a casa da mãe de Ponciá Vicêncio e de Luandi. Havia também vestígios de que a terra fora revolvida, como se ali fosse plantar uma pequena roça. Luandi sorriu. A mãe devia estar bastante forte, pois ainda labutava a terra. Cantou alto uma cantiga que aprendera com o pai, quando eles trabalhavam na terra dos brancos. Era uma canção que os negros mais velhos ensinavam aos mais novos. Eles diziam ser uma cantiga de voltar, que os homens, lá na África, entoavam sempre, quando estavam regressando da pesca, da caça ou de algum lugar. O pai de Luandi, no dia em que queria agradar à mulher, costumava entoar aquela cantiga ao se aproximar de casa. Luandi não entendia as palavras do canto; sabia, porém, que era uma língua que alguns negros falavam ainda, principalmente os velhos. Era uma cantiga alegre. Luandi, além de cantar, acompanhava o ritmo batendo com as palmas das mãos em um atabaque imaginário. Estava de regresso à terra. Voltava em casa. Chegava cantando, dançando a doce e vitoriosa cantiga de regressar.
A leitura do texto permite reconhecer a “cantiga de voltar” como patrimônio linguístico que","['representa a memória de uma língua africana extinta.', 'exalta a rotina executada por jovens afrodescendentes.', 'preserva a ancestralidade africana por meio da tradição oral.', 'resgata a musicalidade africana por meio de palavras inteligíveis.', 'remonta à tristeza dos negros mais velhos com saudade da África.']",C,False
27,questao_28,"## TEXTO 1
Zapeei os canais, como há dezenas de anos faço, e pá: parei num que exibia um episódio daquela velha família do futuro, Os Jetsons.
Nesse episódio em particular, a Jane Jetson, esposa do George, tratava de dirigir aquele veículo voador deles. Meu queixo foi caindo à medida que as piadinhas machistas sobre mulheres dirigirem foram se acumulando. Impressionante! Que futuro careta aqueles roteiristas imaginavam! Seriam incapazes de projetar algo melhor, e não apenas em termos de tecnologias, robôs e carros voadores? Será que nossa máxima visão de futuro só atinge as coisas, e jamais as pessoas? Como a Jane, uma mulher de 33 anos no desenho, poderia ser o que foram as minhas bisavós?
O futuro, naquele desenho, se esqueceu de ser melhor nas relações entre as pessoas. Aliás... tão parecido com a vida.
Fiquei de cara, como dizemos aqui, ou como dizíamos na minha adolescência, pobre adolescência, aprendendo, sem querer e sem muita defesa, um futuro tão besta quanto o passado.
## TEXTO 2
Masculino e feminino são campos escorregadios que só se definem por oposição, sempre incompleta, um do outro. São formações imaginárias que buscam produzir uma diferença radical e complementar onde só existem, de fato, mínimas diferenças. O resto é questão de estilo. Até pelo menos a segunda metade do século 19, o divisor de águas era claro: os homens ocupavam o espaço público. As mulheres tratavam da vida privada. Privada de quê? De visibilidade, diria Hannah Arendt. De visibilidade pública. Do que as mulheres estiveram privadas até o século 20 foi de presença pública manifesta não em imagem, mas em palavra. A palavra feminina, reservada ao espaço doméstico, não produzia diferença na vida social.
A representação da mulher apresentada no Texto 1 pode ser explicada pelo Texto 2 no que diz respeito à(às)","['censura a formas de expressão femininas.', 'ausência da figura feminina na vida pública.', 'construções imaginárias cristalizadas na sociedade.', 'limitações inerentes às figuras femininas e masculinas.', 'dificuldade na atribuição de papéis masculinos e femininos.']",C,False
28,questao_29,"[[placeholder]]
Esse anúncio publicitário, veiculado durante o contexto da pandemia de covid-19, tem por finalidade","['divulgar o canal telefônico de atendimento a casos de violência contra a mulher.', 'informar sobre a atuação de uma entidade defensora da mulher vítima de violência.', 'evidenciar o trabalho da Defensoria Pública em relação ao problema do abuso contra a mulher.', 'alertar a sociedade sobre o aumento da violência contra a mulher em decorrência do coronavírus.', 'incentivar o público feminino a denunciar crimes de violência contra a mulher durante o período de isolamento.']",E,True
